Treatment,gcps,PPK,PPK_Base,Point_ID,Type,Horz_Acc,Vert_Acc,Photos,RMS_Reprojection_Err,RMS_Dist_Rays,3D_Error,X Error,Y Error,Vert_Error,Horz Error
7 GCPs,7,FALSE,NA,1003,GCP,0.01,0.01,4,0.7,0.00731,0.01392,-0.00004,-0.00155,0.01383,0.001550516
7 GCPs,7,FALSE,NA,1029,GCP,0.01,0.01,3,0.75,0.00777,0.01404,-0.00469,-0.00266,-0.01297,0.005391818
7 GCPs,7,FALSE,NA,1030,GCP,0.01,0.01,4,0.9,0.01004,0.0234,0.00427,-0.0054,0.02236,0.00688425
7 GCPs,7,FALSE,NA,1007,GCP,0.01,0.01,4,1.28,0.01208,0.02102,-0.00715,0.00598,-0.01884,0.0093211
7 GCPs,7,FALSE,NA,1027,GCP,0.01,0.01,4,0.9,0.00685,0.00656,0.00218,0.00617,0.00043,0.006543799
7 GCPs,7,FALSE,NA,1001,GCP,0.01,0.01,4,0.97,0.00969,0.00942,0.00525,-0.00466,0.00629,0.007019836
7 GCPs,7,FALSE,NA,1002,CP,0.01,0.01,4,1.75,0.01492,0.01641,0.00922,0.00942,0.00977,0.013181229
7 GCPs,7,FALSE,NA,1004,CP,0.01,0.01,4,1.16,0.01393,0.00859,-0.0041,0.00094,0.00748,0.004206376
7 GCPs,7,FALSE,NA,1005,CP,0.01,0.01,4,1.11,0.01162,0.039,-0.0002,0.00505,-0.03867,0.005053959
7 GCPs,7,FALSE,NA,1006,CP,0.01,0.01,4,1.53,0.02101,0.0382,-0.00755,0.00263,0.03735,0.007994961
7 GCPs,7,FALSE,NA,1008,CP,0.01,0.01,4,1.7,0.02275,0.01635,-0.00411,0.01109,-0.01129,0.011827096
7 GCPs,7,FALSE,NA,1009,CP,0.01,0.01,4,1.57,0.01507,0.01328,-0.01041,0.00466,-0.0068,0.011405424
7 GCPs,7,FALSE,NA,1010,CP,0.01,0.01,4,1.15,0.01113,0.01895,0.00458,0.00359,-0.01803,0.005819321
7 GCPs,7,FALSE,NA,1012,CP,0.01,0.01,3,1.82,0.01549,0.03264,0.01263,0.00145,0.03007,0.012712962
7 GCPs,7,FALSE,NA,1014,CP,0.01,0.01,4,0.66,0.00999,0.01751,0.00421,0.00189,-0.01689,0.004614781
7 GCPs,7,FALSE,NA,1015,CP,0.01,0.01,4,1.03,0.01656,0.01822,0.00134,0.00239,0.01801,0.002740018
7 GCPs,7,FALSE,NA,1016,CP,0.01,0.01,4,1.85,0.01776,0.05312,-0.01328,0.01469,-0.04929,0.019802891
7 GCPs,7,FALSE,NA,1020,CP,0.01,0.01,3,1.28,0.01063,0.00946,0.00653,-0.00556,0.00399,0.008576392
7 GCPs,7,FALSE,NA,1021,CP,0.01,0.01,4,2.1,0.02056,0.02804,0.01257,0.00218,0.02497,0.012757637
7 GCPs,7,FALSE,NA,1022,CP,0.01,0.01,4,1.89,0.01836,0.02011,0.00925,0.00946,-0.01514,0.013230801
7 GCPs,7,FALSE,NA,1023,CP,0.01,0.01,4,1.65,0.01582,0.0179,0.00586,0.00952,0.01398,0.011178998
7 GCPs,7,FALSE,NA,1024,CP,0.01,0.01,4,2.81,0.02482,0.03099,-0.0245,0.00367,0.01861,0.024773351
7 GCPs,7,FALSE,NA,1025,CP,0.01,0.01,4,2.47,0.02892,0.02939,-0.01118,0.00093,0.02716,0.011218614
7 GCPs,7,FALSE,NA,1026,CP,0.01,0.01,4,0.76,0.01206,0.01262,0.00446,-0.00353,0.01126,0.005687926
7 GCPs,7,FALSE,NA,1028,CP,0.01,0.01,3,2.03,0.01948,0.06158,0.01581,-0.0092,0.0588,0.018291968
7 GCPs,7,FALSE,NA,1019,CP,0.01,0.01,4,1.29,0.01297,0.00669,0.00031,0.0066,0.0011,0.006607276
7 GCPs,7,FALSE,NA,1013,CP,0.01,0.01,3,1.69,0.01693,0.04291,-0.00893,0.00613,0.04152,0.010831519
7 GCPs,7,FALSE,NA,1017,CP,0.01,0.01,4,1.69,0.01356,0.0174,-0.01207,0.00728,-0.01019,0.014095506
8 GCPs,8,FALSE,NA,1018,GCP,0.01,0.01,4,0.62,0.00888,0.00946,0.00244,0.00162,-0.00899,0.002928822
8 GCPs,8,FALSE,NA,1003,GCP,0.01,0.01,4,0.62,0.00614,0.00469,0.00007,-0.00205,0.00422,0.002051195
8 GCPs,8,FALSE,NA,1029,GCP,0.01,0.01,3,0.96,0.01012,0.02147,-0.00524,-0.00515,-0.02017,0.007347115
8 GCPs,8,FALSE,NA,1030,GCP,0.01,0.01,4,0.89,0.0108,0.02275,0.00483,-0.00531,0.02158,0.007178092
8 GCPs,8,FALSE,NA,1007,GCP,0.01,0.01,4,1.19,0.01143,0.02012,-0.00569,0.00607,-0.01832,0.008319916
8 GCPs,8,FALSE,NA,1027,GCP,0.01,0.01,4,0.78,0.00582,0.00543,0.00283,0.00464,-0.00008,0.005434933
8 GCPs,8,FALSE,NA,1001,GCP,0.01,0.01,4,1.03,0.01035,0.00891,0.00646,-0.00437,0.00431,0.007799263
8 GCPs,8,FALSE,NA,1013,GCP,0.01,0.01,3,1.09,0.01178,0.01892,-0.00569,0.00455,0.01746,0.007285506
8 GCPs,8,FALSE,NA,1002,CP,0.01,0.01,4,1.84,0.01484,0.01404,0.01011,0.00933,0.00283,0.013757216
8 GCPs,8,FALSE,NA,1004,CP,0.01,0.01,4,1.3,0.01293,0.0055,-0.00519,0.00102,-0.00152,0.005289282
8 GCPs,8,FALSE,NA,1005,CP,0.01,0.01,4,1.26,0.01302,0.04559,0.00017,0.00528,-0.04528,0.005282736
8 GCPs,8,FALSE,NA,1006,CP,0.01,0.01,4,1.52,0.02153,0.03624,-0.00632,0.0026,0.03559,0.006833915
8 GCPs,8,FALSE,NA,1008,CP,0.01,0.01,4,1.6,0.02227,0.01684,-0.00199,0.01087,-0.01271,0.011050656
8 GCPs,8,FALSE,NA,1009,CP,0.01,0.01,4,1.37,0.01377,0.01219,-0.00845,0.00458,-0.00749,0.009611394
8 GCPs,8,FALSE,NA,1010,CP,0.01,0.01,4,1.26,0.01204,0.02448,0.00589,0.00396,-0.02343,0.007097443
8 GCPs,8,FALSE,NA,1012,CP,0.01,0.01,3,1.63,0.01337,0.01915,0.01232,0.00062,0.01465,0.012335591
8 GCPs,8,FALSE,NA,1014,CP,0.01,0.01,4,0.85,0.01022,0.02532,0.00658,0.00265,-0.0243,0.007093582
8 GCPs,8,FALSE,NA,1015,CP,0.01,0.01,4,1.26,0.01885,0.01941,0.00363,0.00209,0.01895,0.004188675
8 GCPs,8,FALSE,NA,1016,CP,0.01,0.01,4,1.71,0.01689,0.0495,-0.01101,0.01427,-0.0461,0.018023679
8 GCPs,8,FALSE,NA,1020,CP,0.01,0.01,3,1.56,0.01325,0.01275,0.01009,-0.00726,-0.00279,0.012430434
8 GCPs,8,FALSE,NA,1021,CP,0.01,0.01,4,2.24,0.02186,0.027,0.0143,0.00042,0.02289,0.014306167
8 GCPs,8,FALSE,NA,1022,CP,0.01,0.01,4,1.96,0.01914,0.02013,0.01078,0.00844,-0.01477,0.013690946
8 GCPs,8,FALSE,NA,1023,CP,0.01,0.01,4,1.75,0.01692,0.02152,0.00758,0.00912,0.01796,0.011858786
8 GCPs,8,FALSE,NA,1024,CP,0.01,0.01,4,2.58,0.02309,0.03334,-0.02253,0.00349,0.02432,0.022798706
8 GCPs,8,FALSE,NA,1025,CP,0.01,0.01,4,2.36,0.02852,0.03072,-0.00949,0.00067,0.02921,0.009513622
8 GCPs,8,FALSE,NA,1026,CP,0.01,0.01,4,0.89,0.01248,0.01467,0.00579,-0.00442,0.01274,0.007284264
8 GCPs,8,FALSE,NA,1028,CP,0.01,0.01,3,2.06,0.01908,0.05533,0.01606,-0.01169,0.05164,0.01986403
8 GCPs,8,FALSE,NA,1019,CP,0.01,0.01,4,1.32,0.013,0.00688,0.00306,0.00611,0.00088,0.006833425
8 GCPs,8,FALSE,NA,1017,CP,0.01,0.01,4,1.44,0.01134,0.01358,-0.00961,0.007,-0.00655,0.011889159
9 GCPs,9,FALSE,NA,1018,GCP,0.01,0.01,4,0.94,0.00886,0.01514,0.00635,0.00066,-0.01373,0.006384207
9 GCPs,9,FALSE,NA,1003,GCP,0.01,0.01,4,0.64,0.00644,0.00669,-0.00128,-0.00144,0.00641,0.001926655
9 GCPs,9,FALSE,NA,1029,GCP,0.01,0.01,3,0.94,0.00992,0.02159,-0.00448,-0.00516,-0.02048,0.006833447
9 GCPs,9,FALSE,NA,1030,GCP,0.01,0.01,4,1.15,0.01502,0.01979,0.01051,-0.00467,0.01611,0.011500826
9 GCPs,9,FALSE,NA,1007,GCP,0.01,0.01,4,0.96,0.00994,0.0222,-0.00285,0.00419,-0.02161,0.005067406
9 GCPs,9,FALSE,NA,1027,GCP,0.01,0.01,4,0.92,0.00593,0.00712,0.00535,0.00453,-0.00123,0.007010235
9 GCPs,9,FALSE,NA,1001,GCP,0.01,0.01,4,1.15,0.01111,0.00951,0.0074,-0.0053,0.00274,0.009102198
9 GCPs,9,FALSE,NA,1013,GCP,0.01,0.01,3,1.05,0.01153,0.01938,-0.00492,0.00459,0.01817,0.006728633
9 GCPs,9,FALSE,NA,1024,GCP,0.01,0.01,4,1.87,0.01676,0.02122,-0.01606,0.0026,0.01362,0.0162691
9 GCPs,9,FALSE,NA,1002,CP,0.01,0.01,4,1.8,0.0146,0.01408,0.00976,0.00931,0.00402,0.01348828
9 GCPs,9,FALSE,NA,1004,CP,0.01,0.01,4,1.28,0.01276,0.00542,-0.00522,0.00145,0.00011,0.005417647
9 GCPs,9,FALSE,NA,1005,CP,0.01,0.01,4,1.21,0.01243,0.0434,0.00067,0.00506,-0.0431,0.005104165
9 GCPs,9,FALSE,NA,1006,CP,0.01,0.01,4,1.56,0.02125,0.03368,-0.00433,0.00137,0.03337,0.004541564
9 GCPs,9,FALSE,NA,1008,CP,0.01,0.01,4,1.38,0.01991,0.01919,0.00118,0.00893,-0.01694,0.009007625
9 GCPs,9,FALSE,NA,1009,CP,0.01,0.01,4,1.16,0.0118,0.01166,-0.00635,0.00347,-0.00914,0.007236256
9 GCPs,9,FALSE,NA,1010,CP,0.01,0.01,4,1.29,0.01239,0.02368,0.00668,0.00383,-0.02239,0.007700084
9 GCPs,9,FALSE,NA,1012,CP,0.01,0.01,3,1.62,0.01328,0.02069,0.01224,0.00097,0.01666,0.012278375
9 GCPs,9,FALSE,NA,1014,CP,0.01,0.01,4,0.78,0.01084,0.0254,0.00788,0.00232,-0.02403,0.008214426
9 GCPs,9,FALSE,NA,1015,CP,0.01,0.01,4,1.41,0.01951,0.01628,0.00682,0.00081,0.01476,0.006867933
9 GCPs,9,FALSE,NA,1016,CP,0.01,0.01,4,1.48,0.0162,0.05241,-0.00678,0.01216,-0.05053,0.013922428
9 GCPs,9,FALSE,NA,1020,CP,0.01,0.01,3,1.67,0.01357,0.01316,0.01094,-0.00723,-0.00114,0.013113219
9 GCPs,9,FALSE,NA,1021,CP,0.01,0.01,4,2.38,0.0227,0.0272,0.0157,0.00033,0.02221,0.015703468
9 GCPs,9,FALSE,NA,1022,CP,0.01,0.01,4,2.21,0.02092,0.02207,0.01354,0.0081,-0.01544,0.015777883
9 GCPs,9,FALSE,NA,1023,CP,0.01,0.01,4,2.02,0.01892,0.01886,0.01276,0.00834,0.01111,0.015243792
9 GCPs,9,FALSE,NA,1025,CP,0.01,0.01,4,1.57,0.0214,0.02202,-0.00375,0.00073,0.02168,0.003820393
9 GCPs,9,FALSE,NA,1026,CP,0.01,0.01,4,1.24,0.00921,0.01412,0.01039,-0.00459,0.00838,0.011358706
9 GCPs,9,FALSE,NA,1028,CP,0.01,0.01,3,2.1,0.01885,0.05501,0.01693,-0.01179,0.051,0.020630778
9 GCPs,9,FALSE,NA,1019,CP,0.01,0.01,4,1.36,0.01292,0.00766,0.00501,0.0058,0.00016,0.007664209
9 GCPs,9,FALSE,NA,1017,CP,0.01,0.01,4,1.05,0.0083,0.01424,-0.00542,0.0059,-0.01177,0.008011642
JPLM,0,TRUE,JPLM,1001,3D,0.01,0.01,4,0.94,0.00751,0.00838,,,0.0036,0.00756
JPLM,0,TRUE,JPLM,1002,3D,0.01,0.01,4,1.46,0.01247,0.00986,,,-0.00326,0.0093
JPLM,0,TRUE,JPLM,1004,3D,0.01,0.01,4,2.04,0.01921,0.02245,,,0.01599,0.01575
JPLM,0,TRUE,JPLM,1005,3D,0.01,0.01,4,1.88,0.01692,0.03121,,,-0.02819,0.01341
JPLM,0,TRUE,JPLM,1006,3D,0.01,0.01,4,1.77,0.02265,0.05321,,,0.04934,0.01993
JPLM,0,TRUE,JPLM,1008,3D,0.01,0.01,4,3.03,0.03853,0.02981,,,-0.02328,0.01861
JPLM,0,TRUE,JPLM,1009,3D,0.01,0.01,4,2.52,0.02427,0.02194,,,-0.01045,0.01929
JPLM,0,TRUE,JPLM,1010,3D,0.01,0.01,4,1.68,0.01388,0.01235,,,-0.00694,0.01022
JPLM,0,TRUE,JPLM,1012,3D,0.01,0.01,3,1.88,0.01838,0.03863,,,0.0376,0.00885
JPLM,0,TRUE,JPLM,1014,3D,0.01,0.01,4,1.85,0.01353,0.01453,,,-0.00621,0.01313
JPLM,0,TRUE,JPLM,1015,3D,0.01,0.01,4,1.2,0.01653,0.01631,,,0.01447,0.00752
JPLM,0,TRUE,JPLM,1016,3D,0.01,0.01,4,2.37,0.02427,0.07225,,,-0.06971,0.01897
JPLM,0,TRUE,JPLM,1018,3D,0.01,0.01,4,1.53,0.01654,0.01819,,,-0.01424,0.01131
JPLM,0,TRUE,JPLM,1020,3D,0.01,0.01,3,3,0.02698,0.02472,,,-0.00484,0.02424
JPLM,0,TRUE,JPLM,1021,3D,0.01,0.01,4,2.28,0.02185,0.02033,,,0.01143,0.01682
JPLM,0,TRUE,JPLM,1022,3D,0.01,0.01,4,1.49,0.01629,0.02664,,,-0.02564,0.00725
JPLM,0,TRUE,JPLM,1023,3D,0.01,0.01,4,1.21,0.01367,0.00992,,,0.00777,0.00618
JPLM,0,TRUE,JPLM,1024,3D,0.01,0.01,4,3.07,0.02656,0.02539,,,-0.00211,0.0253
JPLM,0,TRUE,JPLM,1025,3D,0.01,0.01,4,2.39,0.02607,0.02029,,,-0.00549,0.01954
JPLM,0,TRUE,JPLM,1026,3D,0.01,0.01,4,2.74,0.02149,0.02365,,,-0.00517,0.02308
JPLM,0,TRUE,JPLM,1027,3D,0.01,0.01,4,2.18,0.02082,0.0338,,,-0.03091,0.01367
JPLM,0,TRUE,JPLM,1028,3D,0.01,0.01,3,3.95,0.03224,0.04671,,,0.032,0.03402
JPLM,0,TRUE,JPLM,1019,3D,0.01,0.01,4,1.67,0.0167,0.0112,,,-0.00025,0.0112
JPLM,0,TRUE,JPLM,1013,3D,0.01,0.01,3,2.44,0.02179,0.03817,,,0.03246,0.02008
JPLM,0,TRUE,JPLM,1017,3D,0.01,0.01,4,2.09,0.0184,0.04155,,,-0.03908,0.01413
JPLM,0,TRUE,JPLM,1003,3D,0.01,0.01,4,1.81,0.01663,0.0175,,,0.01329,0.01139
JPLM,0,TRUE,JPLM,1007,3D,0.01,0.01,4,2.69,0.02431,0.04578,,,-0.04115,0.02006
JPLM,0,TRUE,JPLM,1029,3D,0.01,0.01,3,3.63,0.03222,0.06136,,,-0.05419,0.02878
JPLM,0,TRUE,JPLM,1030,3D,0.01,0.01,4,3.53,0.03551,0.03573,,,-0.0236,0.02683
Local,0,TRUE,local,1001,3D,0.01,0.01,4,1.84,0.01674,0.03292,,,-0.02826,0.0169
Local,0,TRUE,local,1002,3D,0.01,0.01,4,2.95,0.02233,0.04388,,,-0.03758,0.02265
Local,0,TRUE,local,1004,3D,0.01,0.01,4,2.78,0.0268,0.0288,,,-0.0187,0.0219
Local,0,TRUE,local,1005,3D,0.01,0.01,4,2.92,0.02673,0.06658,,,-0.06482,0.01523
Local,0,TRUE,local,1006,3D,0.01,0.01,4,1.67,0.02386,0.02036,,,0.0199,0.00428
Local,0,TRUE,local,1008,3D,0.01,0.01,4,2.46,0.03456,0.0576,,,-0.05754,0.00259
Local,0,TRUE,local,1009,3D,0.01,0.01,4,1.82,0.01898,0.04525,,,-0.04403,0.01041
Local,0,TRUE,local,1010,3D,0.01,0.01,4,3.03,0.02635,0.04803,,,-0.04328,0.02083
Local,0,TRUE,local,1012,3D,0.01,0.01,3,3.73,0.03075,0.0297,,,0.00285,0.02956
Local,0,TRUE,local,1014,3D,0.01,0.01,4,3.48,0.02777,0.05016,,,-0.04365,0.0247
Local,0,TRUE,local,1015,3D,0.01,0.01,4,2.06,0.02237,0.02842,,,-0.02088,0.01929
Local,0,TRUE,local,1016,3D,0.01,0.01,4,2.95,0.03189,0.09937,,,-0.09926,0.00473
Local,0,TRUE,local,1018,3D,0.01,0.01,4,3,0.02404,0.0555,,,-0.0507,0.02256
Local,0,TRUE,local,1020,3D,0.01,0.01,3,4.87,0.04206,0.05895,,,-0.0421,0.04127
Local,0,TRUE,local,1021,3D,0.01,0.01,4,4.22,0.03654,0.04622,,,-0.02927,0.03578
Local,0,TRUE,local,1022,3D,0.01,0.01,4,3.87,0.03505,0.07081,,,-0.06649,0.02436
Local,0,TRUE,local,1023,3D,0.01,0.01,4,2.54,0.02303,0.03584,,,-0.02942,0.02047
Local,0,TRUE,local,1024,3D,0.01,0.01,4,3.39,0.02874,0.04597,,,-0.03873,0.02477
Local,0,TRUE,local,1025,3D,0.01,0.01,4,3.49,0.02952,0.05336,,,-0.04616,0.02677
Local,0,TRUE,local,1026,3D,0.01,0.01,4,4.75,0.03308,0.05834,,,-0.0463,0.0355
Local,0,TRUE,local,1027,3D,0.01,0.01,4,4.39,0.03882,0.0801,,,-0.07454,0.02934
Local,0,TRUE,local,1028,3D,0.01,0.01,3,6.53,0.0495,0.0534,,,-0.01107,0.05224
Local,0,TRUE,local,1019,3D,0.01,0.01,4,3.09,0.02578,0.04388,,,-0.03743,0.02289
Local,0,TRUE,local,1013,3D,0.01,0.01,3,2.79,0.02539,0.02167,,,-0.00215,0.02156
Local,0,TRUE,local,1017,3D,0.01,0.01,4,2.65,0.0242,0.07161,,,-0.07002,0.01502
Local,0,TRUE,local,1003,3D,0.01,0.01,4,3.08,0.02481,0.03308,,,-0.02269,0.02407
Local,0,TRUE,local,1007,3D,0.01,0.01,4,1.94,0.01975,0.07661,,,-0.07657,0.00231
Local,0,TRUE,local,1029,3D,0.01,0.01,3,6.03,0.05229,0.11182,,,-0.10184,0.04618
Local,0,TRUE,local,1030,3D,0.01,0.01,4,5.34,0.05119,0.07577,,,-0.06638,0.03653
AZU1,0,TRUE,AZU1,1001,3D,0.01,0.01,4,2.25,0.02095,0.04078,,,0.03739,0.01629
AZU1,0,TRUE,AZU1,1002,3D,0.01,0.01,4,3.49,0.02857,0.04226,,,0.03052,0.02924
AZU1,0,TRUE,AZU1,1004,3D,0.01,0.01,4,2.43,0.02875,0.0656,,,0.06504,0.00852
AZU1,0,TRUE,AZU1,1005,3D,0.01,0.01,4,1.66,0.01351,0.01284,,,0.00441,0.01206
AZU1,0,TRUE,AZU1,1006,3D,0.01,0.01,4,3.41,0.03866,0.10018,,,0.09809,0.02037
AZU1,0,TRUE,AZU1,1008,3D,0.01,0.01,4,2.56,0.02678,0.02438,,,0.01152,0.02149
AZU1,0,TRUE,AZU1,1009,3D,0.01,0.01,4,1.37,0.0127,0.02266,,,0.01905,0.01226
AZU1,0,TRUE,AZU1,1010,3D,0.01,0.01,4,1.78,0.01574,0.03611,,,0.03562,0.00589
AZU1,0,TRUE,AZU1,1012,3D,0.01,0.01,3,2.12,0.02038,0.08588,,,0.08523,0.01055
AZU1,0,TRUE,AZU1,1014,3D,0.01,0.01,4,2.32,0.03039,0.03995,,,0.03983,0.00311
AZU1,0,TRUE,AZU1,1015,3D,0.01,0.01,4,2.9,0.03308,0.05513,,,0.05456,0.00791
AZU1,0,TRUE,AZU1,1016,3D,0.01,0.01,4,1.9,0.01743,0.02935,,,-0.02354,0.01753
AZU1,0,TRUE,AZU1,1018,3D,0.01,0.01,4,1.59,0.01435,0.03695,,,0.03612,0.00778
AZU1,0,TRUE,AZU1,1020,3D,0.01,0.01,3,3.23,0.02288,0.05729,,,0.05472,0.01698
AZU1,0,TRUE,AZU1,1021,3D,0.01,0.01,4,3.17,0.03046,0.06729,,,0.06553,0.01531
AZU1,0,TRUE,AZU1,1022,3D,0.01,0.01,4,1.58,0.01557,0.0273,,,0.02427,0.01249
AZU1,0,TRUE,AZU1,1023,3D,0.01,0.01,4,2.72,0.02664,0.06161,,,0.0596,0.0156
AZU1,0,TRUE,AZU1,1024,3D,0.01,0.01,4,1.62,0.01611,0.04949,,,0.04832,0.01068
AZU1,0,TRUE,AZU1,1025,3D,0.01,0.01,4,2.06,0.02621,0.04766,,,0.04692,0.00837
AZU1,0,TRUE,AZU1,1026,3D,0.01,0.01,4,2.39,0.02316,0.05176,,,0.04802,0.01932
AZU1,0,TRUE,AZU1,1027,3D,0.01,0.01,4,1.43,0.0088,0.02078,,,0.01915,0.00806
AZU1,0,TRUE,AZU1,1028,3D,0.01,0.01,3,3.73,0.03499,0.10263,,,0.09851,0.02879
AZU1,0,TRUE,AZU1,1019,3D,0.01,0.01,4,1.5,0.01647,0.05145,,,0.0513,0.00385
AZU1,0,TRUE,AZU1,1013,3D,0.01,0.01,3,2,0.02211,0.08271,,,0.08205,0.01037
AZU1,0,TRUE,AZU1,1017,3D,0.01,0.01,4,0.69,0.00578,0.01519,,,0.01499,0.00246
AZU1,0,TRUE,AZU1,1003,3D,0.01,0.01,4,1.64,0.01514,0.04586,,,0.04489,0.00936
AZU1,0,TRUE,AZU1,1007,3D,0.01,0.01,4,2.7,0.0236,0.02231,,,-0.00836,0.02068
AZU1,0,TRUE,AZU1,1029,3D,0.01,0.01,3,2.91,0.02477,0.02394,,,-0.00194,0.02386
AZU1,0,TRUE,AZU1,1030,3D,0.01,0.01,4,2.21,0.02389,0.03703,,,0.03015,0.02149
VDCY,0,TRUE,VDCY,1001,3D,0.01,0.01,4,3.06,0.02389,0.06747,,,-0.06428,0.02051
VDCY,0,TRUE,VDCY,1002,3D,0.01,0.01,4,5.68,0.04344,0.07486,,,-0.06481,0.03746
VDCY,0,TRUE,VDCY,1004,3D,0.01,0.01,4,4.36,0.03119,0.04543,,,-0.03624,0.0274
VDCY,0,TRUE,VDCY,1005,3D,0.01,0.01,4,3.09,0.02754,0.10702,,,-0.10395,0.02547
VDCY,0,TRUE,VDCY,1006,3D,0.01,0.01,4,3.79,0.03094,0.02905,,,-0.00637,0.02834
VDCY,0,TRUE,VDCY,1008,3D,0.01,0.01,4,5.64,0.05941,0.10925,,,-0.10696,0.02223
VDCY,0,TRUE,VDCY,1009,3D,0.01,0.01,4,4.24,0.03927,0.09794,,,-0.09637,0.01748
VDCY,0,TRUE,VDCY,1010,3D,0.01,0.01,4,2.42,0.01909,0.06681,,,-0.06525,0.01435
VDCY,0,TRUE,VDCY,1012,3D,0.01,0.01,3,2.97,0.02257,0.03072,,,-0.02281,0.02057
VDCY,0,TRUE,VDCY,1014,3D,0.01,0.01,4,2.86,0.01346,0.06234,,,-0.06176,0.00843
VDCY,0,TRUE,VDCY,1015,3D,0.01,0.01,4,2.19,0.01557,0.06593,,,-0.06465,0.01293
VDCY,0,TRUE,VDCY,1016,3D,0.01,0.01,4,3.27,0.0349,0.14254,,,-0.14155,0.01673
VDCY,0,TRUE,VDCY,1018,3D,0.01,0.01,4,2.94,0.02418,0.08234,,,-0.08107,0.01437
VDCY,0,TRUE,VDCY,1020,3D,0.01,0.01,3,1.55,0.01635,0.06101,,,-0.05855,0.01715
VDCY,0,TRUE,VDCY,1021,3D,0.01,0.01,4,2.93,0.0255,0.05244,,,-0.04545,0.02615
VDCY,0,TRUE,VDCY,1022,3D,0.01,0.01,4,4.55,0.04064,0.09165,,,-0.0876,0.02693
VDCY,0,TRUE,VDCY,1023,3D,0.01,0.01,4,3.29,0.02894,0.05962,,,-0.05286,0.02758
VDCY,0,TRUE,VDCY,1024,3D,0.01,0.01,4,1.9,0.01588,0.06812,,,-0.06796,0.00479
VDCY,0,TRUE,VDCY,1025,3D,0.01,0.01,4,4.54,0.0312,0.07011,,,-0.06681,0.02125
VDCY,0,TRUE,VDCY,1026,3D,0.01,0.01,4,5.59,0.03406,0.07199,,,-0.06406,0.03285
VDCY,0,TRUE,VDCY,1027,3D,0.01,0.01,4,2.45,0.02204,0.08979,,,-0.0867,0.02334
VDCY,0,TRUE,VDCY,1028,3D,0.01,0.01,3,4.58,0.03099,0.03671,,,-0.01122,0.03496
VDCY,0,TRUE,VDCY,1019,3D,0.01,0.01,4,2.64,0.02071,0.06219,,,-0.06027,0.0153
VDCY,0,TRUE,VDCY,1013,3D,0.01,0.01,3,3,0.02303,0.02773,,,-0.01786,0.02122
VDCY,0,TRUE,VDCY,1017,3D,0.01,0.01,4,2.35,0.02147,0.10231,,,-0.10198,0.00821
VDCY,0,TRUE,VDCY,1003,3D,0.01,0.01,4,3.88,0.03099,0.05512,,,-0.04713,0.02859
VDCY,0,TRUE,VDCY,1007,3D,0.01,0.01,4,3.47,0.0321,0.12589,,,-0.12378,0.02296
VDCY,0,TRUE,VDCY,1029,3D,0.01,0.01,3,4.31,0.03957,0.10423,,,-0.10197,0.02157
VDCY,0,TRUE,VDCY,1030,3D,0.01,0.01,4,6.81,0.06431,0.09144,,,-0.08216,0.04014
